소재지,장례식장 이름,주소,전화번호
서울,서울적십자병원장례식장,"서울특별시 종로구 새문안로 9 (평동, 적십자병원)",02-2002-8444
서울,서울대학교병원장례식장,"서울특별시 종로구 대학로 101, 서울대학교병원 (연건동)",02-2072-2020
서울,국립중앙의료원 장례식장,"서울특별시 중구 을지로 245 (을지로6가, 국립중앙의료원)",02-2262-4800
서울,순천향서울장례식장,"서울특별시 용산구 대사관로 59 (한남동, 순천향대학교병원)",02-797-4444
서울,한양대학병원장례식장,"서울특별시 성동구 왕십리로 222-1 (사근동, 한양대학부속병원)",02-2290-9442
서울,건국대학교병원장례식장,서울특별시 광진구 능동로 120-1 (화양동),02-2030-7900
서울,혜민병원장례식장,서울특별시 광진구 자양로 85 (자양동),02-444-1552
서울,경희의료원장례식장,"서울특별시 동대문구 경희대로 23, 경희의료원장례식장 (회기동, 경희의료원)",02-958-9721
서울,삼육서울병원 추모관,서울특별시 동대문구 망우로 82 (휘경동),02-2215-4444
서울,서울특별시 동부병원 장례식장,"서울특별시 동대문구 무학로 124 (용두동, 시립동부병원)",02-920-9445
서울,코리아병원장례식장,서울특별시 동대문구 장한로 143 (장안동),02-2244-0330
서울,서울특별시 서울의료원 장례식장,"서울특별시 중랑구 신내로 156 후문 (신내동, 서울의료원)",02-2276-7671
서울,면목녹색병원 장례식장,"서울특별시 중랑구 사가정로49길 53 (면목동, 녹색병원)",02-493-4444
서울,고려대학교안암병원 장례식장,서울특별시 성북구 안암동5가 126-1 고대안암병원장례식장,02-923-4442
서울,뉴타운장례식장,서울특별시 성북구 종암로 199 (하월곡동),02-909-4444
서울,서울좋은병원장례식장,서울특별시 강북구 도봉로 114 (미아동),02-984-5000
서울,대한병원장례식장,서울특별시 강북구 도봉로 301 (수유동),02-992-4444
서울,한일병원장례식장,서울특별시 도봉구 우이천로 308 한일병원장례식장 (쌍문동),02-901-3440
서울,원자력병원장례식장,"서울특별시 노원구 노원로 75 (공릉동, 한국원자력의학원)",02-970-1288
서울,인제대학교상계백병원 장례식장,"서울특별시 노원구 동일로 1342 (상계동, 상계백병원)",02-938-5320
서울,더조은장례식장,"서울특별시 노원구 화랑로 323 지하1층, 지하3층 (월계동)",02-941-4444
서울,노원을지대학교병원장례 식장,"서울특별시 노원구 한글비석로 68 (하계동, 을지병원)",02-970-8444
서울,태릉성심장례식장,서울특별시 노원구 화랑로 425-8 (공릉동),02-976-8811
서울,은평성모장례식장,"서울특별시 은평구 통일로 1021,은평성모장례식장 (진관동)",02-2030-4444
서울,은평요양병원장례식장,"서울특별시 은평구 통일로 935,은평요양병원장례식장 (갈현동)",02-3216-4444
서울,청구성심병원장례식장,"서울특별시 은평구 통일로 873 (갈현동, 청구성심병원)",02-357-4445
서울,연세대학교 신촌장례식장,"서울특별시 서대문구 연세로 50-1 (신촌동, 연세의료원)",02-2227-7500
서울,동신병원장례식장,서울특별시 서대문구 연희로 272 (홍은동),02-395-1024
서울,이대목동병원장례식장,"서울특별시 양천구 안양천로 1071 (목동, 이화여대목동병원)",02-2650-5121
서울,홍익병원장례식장,서울특별시 양천구 등촌로 22 (목동),02-2600-1444
서울,메디힐병원장례식장,서울특별시 양천구 남부순환로 331 (신월동),02-2601-7500
서울,양천효병원장례식장,서울특별시 양천구 오목로 121 (신정동),02-2692-4443
서울,이대서울병원장례식장,"서울특별시 강서구 공항대로 260 (마곡동, 이화의대부속서울병원)",02-6986-4440
서울,강서개화장례식장,서울특별시 강서구 양천로 35 (방화동),02-2661-4444
서울,강서장례식장,서울특별시 강서구 화곡로 163 (화곡동),02-2691-4414
서울,고려대구로병원장례식장,"서울특별시 구로구 구로동로 148 (구로동, 고려대부속구로병원)",02-857-4443
서울,구로성심병원장례식장,서울특별시 구로구 경인로 427 (고척동),02-2067-1544
서울,쉴낙원 서울제중장례식장,"서울특별시 구로구 새말로 60 (구로동, 제중요양병원)",02-1480-7121
서울,쉴낙원 서울장례식장,"서울특별시 금천구 서부샛길 732 (가산동, 서울장례식장)",02-2683-4444
서울,독산장례식장,서울특별시 금천구 시흥대로116길 5 (독산동),02-858-4444
서울,여의도성모장례식장,"서울특별시 영등포구 63로 10 (여의도동, 여의도성모병원)",02-3779-1526
서울,교원예움 서울장례식장,"서울특별시 영등포구 선유로 101,교원예움서서울장례식장 (양평동1가)",02-2676-4444
서울,신화장례식장,"서울특별시 영등포구 영중로 100(영등포동7가, 신화요양병원)",02-2679-1122
서울,영등포장례식장,"서울특별시 영등포구 당산로31길 6 (당산동3가, 영등포병원)",02-2679-4444
서울,한강성심병원장례식장,"서울특별시 영등포구 국회대로56길 18,한강성심병원 5별관지하1층 (영등포동7가)",02-2633-4455
서울,복지장례문화원,서울특별시 영등포구 도림로 142 (대림동),02-846-4444
서울,성애장례식장,"서울특별시 영등포구 여의대방로53길 22 (신길동, 성애병원)",02-844-4444
서울,한림대 강남성심병원장례식장,"서울특별시 영등포구 신길로 1 (대림동, 강남성심병원)",02-833-3794
서울,중앙대학교병원장례식장,"서울특별시 동작구 흑석로 102 (흑석동, 중앙대학교병원)",02-860-3500
서울,서울특별시보라매병원장 례식장,"서울특별시 동작구 보라매로5길 20 (신대방동, 서울특별시보라매병원)",02-836-6900
서울,주식회사정겨운(우신장 례식장),"서울특별시 관악구 시흥대로 572 (신림동, 한성빌딩)",02-838-4444
서울,서울성모장례식장,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교성의교정)",02-2258-5940
서울,삼성서울병원장례식장,"서울특별시 강남구 일원로 81 (일원동, 삼성의료원)",02-3410-3151
서울,연세대학교강남장례식장,"서울특별시 강남구 언주로 211 (도곡동, 강남세브란스병원)",02-2019-4000
서울,서울아산병원 장례식장,"서울특별시 송파구 올림픽로43길 88 (풍납동, 서울아산병원)",02-3010-2000
서울,경찰병원장례식장,"서울특별시 송파구 송이로 123 (가락동, 국립경찰병원)",02-431-4400
서울,강동경희대학교병원장례 식장,"서울특별시 강동구 동남로 892 (상일동, 강동경희대학교병원)",02-440-8800
서울,중앙보훈병원장례식장,"서울특별시 강동구 진황도로61길 53 (둔촌동, 중앙보훈병원)",02-2225-1004
서울,강동성심병원장례식장,"서울특별시 강동구 성안로 150 (길동, 강동성심병원)",02-470-1692
서울,서울현대요양병원장례식 장,"서울특별시 강동구 올림픽로 684 (천호동, 친구병원)",02-486-4444
서울,동주병원장례식장,서울특별시 강동구 천호대로170길 19 (성내동),02-471-4444
부산,메리놀병원장례식장,부산광역시 중구 중구로 121 (대청동4가),051-465-1024
부산,고신대병원 장례식장,"부산광역시 서구 감천로 262 (암남동, 고신대학교복음병원)",051-990-6444
부산,부산대학교병원장례식장,"부산광역시 서구 구덕로 179 (아미동1가, 부산대학병원)",051-240-7161
부산,동아대학교병원장례식장,"부산광역시 서구 대신공원로 26 (동대신동3가, 동아대학교병원)",051-256-7070
부산,좌천봉생병원장례식장,부산광역시 동구 중앙대로 401 (좌천동),051-638-4411
부산,인창병원장례식장,부산광역시 동구 중앙대로 281 (초량동),051-464-5858
부산,청십자병원장례식장,부산광역시 동구 중앙대로 364 (수정동),051-469-1024
부산,주식회사구민장례식장,부산광역시 영도구 절영로 16 (대교동1가),051-416-0004
부산,해동병원장례식장,부산광역시 영도구 태종로 133 (봉래동3가),051-410-6891
부산,정요양병원장례식장,"부산광역시 영도구 절영로 32 (대교동1가, 정요양병원)",051-410-1777
부산,(주)시민장례식장,부산광역시 부산진구 자유평화로 31 (범천동),051-636-4444
부산,부산백병원 장례식장,"부산광역시 부산진구 복지로 75 (개금동, 부산백병원)",051-896-4444
부산,동의의료원장례식장,"부산광역시 부산진구 양정로 62,1층 (양정동,동의의료원)",051-866-3757
부산,수장례식장,"부산광역시 부산진구 동평로 401, 지하1층, 지하2층 (양정동)",051-853-1024
부산,온병원 장례식장,부산광역시 부산진구 가야대로 721 (당감동),051-607-0111
부산,춘해병원장례식장,부산광역시 부산진구 중앙대로 605 (범천동),051-638-0044
부산,대동병원장례식장,"부산광역시 동래구 충렬대로181번길 22 (지하1층, 2층) (명륜동, 대동병원장례식)",051-550-9991
부산,동래봉생병원장례식장,"부산광역시 동래구 충렬대로348번길 23 (낙민동, 설봉빌딩)",051-531-7100
부산,(주)착한전문장례식장,"부산광역시 동래구 반송로 183 (낙민동, RP안락점)",051-987-1024
부산,(주)장례식장아시아드,부산광역시 동래구 여고로 42 (사직동),051-503-0770
부산,프라임장례원,"부산광역시 동래구 미남로146번길 11 (온천동, 광혜병원장례식장)",051-506-1022
부산,성산현대요양병원장례식 장,"부산광역시 동래구 시실로 12,B1층 (명륜동, 현대병원)",051-552-1024
부산,빌리브 세웅병원 쉴낙원 장례식장,부산광역시 동래구 충렬대로 455 (안락동),051-521-3740
부산,부산성모병원장례식장,부산광역시 남구 용호로232번길 25-14 (용호동),051-933-7480
부산,대연장례식장,부산광역시 남구 수영로 164 (대연동),051-711-4448
부산,한중프라임장례식장,부산광역시 북구 낙동대로 1596 (구포동),051-305-4000
부산,(주)비이케이더블유 좋은장례식장,"부산광역시 북구 금곡대로 586 (금곡동, 좋은리버뷰요양병원)",051-911-4444
부산,해운대백병원장례식장,"부산광역시 해운대구 해운대로 875 (좌동, 인제대학교해운대백병원)",051-893-4444
부산,성심장례식장,"부산광역시 해운대구 좌동순환로 462 (중동, 성심병원)",051-747-5600
부산,반송장례식장,부산광역시 해운대구 반송로 832 (반송동),051-525-1024
부산,괴정병원장례식장,부산광역시 사하구 낙동대로249번길 11 (괴정동),051-293-4382
부산,사하구민장례식장,부산광역시 사하구 하신중앙로17번길 25 (장림동),051-715-4441
부산,다대수병원장례식장,부산광역시 사하구 다대로 565 (다대동),051-264-3535
부산,서부산시민장례식장,부산광역시 사하구 장림번영로 59 (장림동),051-264-0444
부산,중앙U병원장례식장,부산광역시 사하구 감천로 59 (감천동),051-201-0468
부산,자연병원장례식장,부산광역시 사하구 장평로 1 (장림동),051-262-1023
부산,동산병원장례식장,부산광역시 사하구 낙동대로216번길 10 (괴정동),051-201-0909
부산,경희병원장례식장,부산광역시 사하구 다대로 321 (장림동),051-266-4111
부산,금사장례식장,부산광역시 금정구 반송로 470 (금사동),051-977-4445
부산,행림병원 장례식장,"부산광역시 금정구 중앙대로 1905(행림병원장례식장) (구서동, 행림병원)",051-582-1024
부산,부산영락공원장례식장,"부산광역시 금정구 금정도서관로 108 (두구동, 영락공원)",051-790-5000
부산,동래한서병원장례식장,부산광역시 금정구 중앙대로 1721 (부곡동),051-582-1041
부산,세웅병원장례식장,부산광역시 금정구 서동로 162 (서동),051-527-7711
부산,강산병원장례식장,부산광역시 금정구 공단로 7강산병원장례식장 (금사동),051-532-9119
부산,갑을녹산병원장례식장,"부산광역시 강서구 녹산산단321로 24-8 (송정동, 녹산한마음병원)",051-972-1024
부산,부산광역시의료원장례식 장,"부산광역시 연제구 월드컵대로 359 (거제동, 부산의료원)",051-607-2990
부산,BHS한서병원장례식장,부산광역시 수영구 수영로 615 (광안동),051-751-1860
부산,(주)비케이더블유 좋은강안병원지점,부산광역시 수영구 수영로 493 (남천동),051-610-9009
부산,남천장례식장,부산광역시 수영구 수영로 456 (남천동),051-626-4003
부산,부산전문장례식장,"부산광역시 사상구 낙동대로 1056 (감전동, 부산전문장례예식장)",051-312-4444
부산,삼신전문장례식장,부산광역시 사상구 대동로 261 (감전동),051-323-0044
부산,부산보훈병원장례식장,"부산광역시 사상구 백양대로 420 (주례동, 부산보훈병원)",051-601-6785
부산,(주)비이케이더블유 좋은삼선병원지점,"부산광역시 사상구 가야대로 326 (주례동, 좋은삼선병원)",051-310-9292
부산,기장병원장례식장,"부산광역시 기장군 기장읍 대청로72번길 6 (청강리, 기장병원)",051-724-1024
부산,동남권원자력의학원장례 식장,"부산광역시 기장군 장안읍 좌동길 40 (좌동리, 동남권원자력의학원)",051-720-5421
대구,경북대학교병원장례식장 (공사중),"대구광역시 중구 동덕로 130 (삼덕동2가, 경북대학교병원)",053-200-6465
대구,계명대학교대구동산병원 장례식장,"대구광역시 중구 달성로 56 (동산동, 계명대학교동산의료원)",053-250-8451
대구,운경의료재단곽병원장례 식장,"대구광역시 중구 국채보상로 531 (수동, 곽병원)",053-252-1023
대구,계산성당 연도실,"대구광역시 중구 서성로 10 (계산동2가, 천주교계산천주교회)",053-256-2046
대구,대구파티마병원장례식장,"대구광역시 동구 아양로 99 (신암동, 파티마병원)",053-958-9000
대구,강남병원장례식장,대구광역시 동구 동촌로 207 (방촌동),053-986-0044
대구,효경G병원장례식장,대구광역시 동구 화랑로 157 (효목동),053-746-9310
대구,바른병원장례식장(휴업),대구광역시 동구 해동로 119 (입석동),053-984-1414
대구,대구전문장례식장,대구광역시 동구 금호강변로 71 (용계동),053-961-4444
대구,안심병원장례식장,대구광역시 동구 안심로41길 50 (서호동),053-962-1024
대구,대구의료원 국화원 장례식장,"대구광역시 서구 평리로 157 (중리동, 대구의료원)",053-560-9552
대구,웰니스1004병원장례식 장,대구광역시 서구 달구벌대로 1889 (내당동),053-522-0444
대구,제일효병원장례식장,대구광역시 서구 북비산로 250 (평리동),053-525-1024
대구,새동산병원 장례식장(구 365병원장례식장),대구광역시 서구 국채보상로 379 (비산동),053-527-4447
대구,대구연세요양병원장례식 장,대구광역시 서구 북비산로 156 (평리동),053-556-8008
대구,대구가톨릭대학교의료원 장례식장,"대구광역시 남구 두류공원로17길 33 (대명동, 대구가톨릭의과대학병원)",053-650-4444
대구,영남대학교의료원 장례식장,대구광역시 남구 현충로 170 (대명동),053-620-4647
대구,성심요양병원장례식장,대구광역시 남구 대명로 14 (대명동),053-651-1024
대구,명덕효요양병원부속백화 원,"대구광역시 남구 중앙대로 227 (대명동, 재건병원)",053-624-4444
대구,대구요양병원장례식장,"대구광역시 남구 현충로 184 (대명동, 효덕요양병원)",053-624-8444
대구,대구시민전문장례식장,대구광역시 북구 호국로 898 (동호동),053-324-4444
대구,칠곡경북대학교병원장례 식장,대구광역시 북구 호국로 807 (학정동),053-200-2500
대구,배성병원장례식장,대구광역시 북구 검단로 140 (검단동),053-382-1600
대구,k병원장례식장 예지원,대구광역시 북구 칠곡중앙대로 357 (태전동),053-322-4444
대구,대구상례원전문장례식장,대구광역시 북구 호국로 133 (서변동),053-952-4000
대구,첨단요양병원장례식장,"대구광역시 북구 대현로 19 (대현동,대현첨단병원)",053-669-1004
대구,강북전문장례식장,대구광역시 북구 칠곡중앙대로 504-12 (읍내동),053-313-1024
대구,강북장례식장,대구광역시 북구 칠곡중앙대로 504-6 (읍내동),053-313-1024
대구,문요양병원장례식장,대구광역시 북구 칠곡중앙대로 215 (태전동),053-323-4444
대구,대구병원장례식장,대구광역시 북구 칠곡중앙대로 194 (태전동),053-311-4488
대구,케이마디병원장례식장,대구광역시 북구 팔달로 217 (노원동2가),053-353-4442
대구,한성병원장례식장,"대구광역시 북구 칠성남로30길 28,7층 (칠성동2가, 한성병원)",053-253-3444
대구,수성연도실,"대구광역시 수성구 수성로 347 (수성동1가, 수성성당)",053-751-5961
대구,황금요양병원 장례식장,대구광역시 수성구 수성로 216.2층 (2층),053-745-4444
대구,한패밀리병원장례식장,대구광역시 수성구 동대구로 12 (지산동),053-760-8800
대구,수성요양병원장례식장,"대구광역시 수성구 동대구로 148 (황금동, 수성요양병원)",053-766-4444
대구,천주성삼병원장례식장,대구광역시 수성구 달구벌대로 3190 (신매동),053-792-1024
대구,모레아장례식장,대구광역시 수성구 유니버시아드로 365 (욱수동),053-801-9999
대구,계명대학교동산병원백합 원,"대구광역시 달서구 달구벌대로 1035 (신당동, 계명대학교동산병원)",053-258-4444
대구,대구기독병원장례식장,대구광역시 달서구 달구벌대로 1750 (두류동),053-627-4447
대구,남대구전문장례식장,대구광역시 달서구 성서공단로 315 (장동),053-584-4444
대구,대구보훈병원장례식장,대구광역시 달서구 월곡로 60 (도원동 748번지),053-625-4466
대구,허병원장례식장,대구광역시 달서구 학산로 121 (본동),053-522-4300
대구,송현장례식장,대구광역시 달서구 월배로 384 (송현동),053-621-4949
대구,에스병원장례식장,대구광역시 달서구 와룡로 57 (본리동),053-567-0909
대구,구병원장례식장,대구광역시 달서구 감삼북길 141 (감삼동),053-524-4444
대구,중앙요양병원 장례식장(구.가야기독),대구광역시 달서구 월배로83길 14 (송현동),053-627-4444
대구,삼일병원장례식장,대구광역시 달서구 월배로 440 (송현동),053-219-1004
대구,한결장례식장,대구광역시 달서구 대명천로 15 (성당동),053-655-4444
대구,성서요양병원장례식장,대구광역시 달서구 문화회관1안길 29 (장기동),053-582-0444
대구,선진요양병원장례식장,대구광역시 달서구 월배로 446 (송현동),053-655-1110
대구,성서병원장례식장,대구광역시 달서구 달구벌대로 1152지하2층 (신당동),053-581-4444
대구,하나원전문장례식장,대구광역시 달성군 현풍면 논공로 96 (성하리),053-615-4000
대구,(복)대구가톨릭사회복지 회논공 장례식장,"대구광역시 달성군 논공읍 논공로 210, 성요셉요양병원장례식장 (남리)",053-617-3644
대구,현대S라이프(주)연세병 원장례식장,대구광역시 달성군 화원읍 비슬로 2525 (성산리),053-644-1919
대구,대구이로운전문장례식장,대구광역시 달성군 다사읍 달구벌대로 893 (매곡리),053-584-0044
대구,군위농협장례식장,"대구광역시 군위군 군위읍 중앙길 165-6 (정리, 농협경제사업장)",054-383-2990
인천,인천삼성장례문화원,인천광역시 중구 우현로62번길 34-1 (경동),032-777-4445
인천,인하대병원장례식장,인천광역시 중구 인항로 27 (신흥동3가),032-890-3180
인천,예지장례식장,인천광역시 중구 개항로 82. 2층 (경동),032-766-6444
인천,인천기독병원장례식장,인천광역시 중구 답동로30번길 10 (율목동),032-765-4440
인천,인천광역시의료원 장례식장,인천광역시 동구 방축로 217 (송림동),032-580-6662
인천,청기와장례식장,인천광역시 동구 방축로177번길 23 (송림동),032-583-4444
인천,(유)금강장례식장,인천광역시 미추홀구 인주대로 452 (주안동),032-424-4455
인천,(유)성인천장례식장,인천광역시 미추홀구 석정로 6 (숭의동),032-891-4444
인천,송도하나장례문화원,인천광역시 미추홀구 아암대로253번길 36 (학익동),032-832-4443
인천,인천사랑병원장례식장,인천광역시 미추홀구 미추홀대로 726 (주안동),032-441-0404
인천,영산학원 시민장례식장,인천광역시 미추홀구 석정로64번길 22 (숭의동),032-889-4644
인천,더연수장례식장,인천광역시 연수구 벚꽃로 122 (연수동),032-819-1024
인천,인천적십자병원장례식장,인천광역시 연수구 원인재로 263 (연수동),032-822-1234
인천,인천가족공원장례식장,인천광역시 남동구 만월북로 115 (간석동),032-501-1925
인천,인천힘찬종합병원장례식장,"인천광역시 남동구 논현로 72,지하1층 (논현동)",032-421-3000
인천,길병원장례식장,인천광역시 남동구 인주대로653번길 56 (구월동),032-460-3444
인천,남동스카이장례식장,인천광역시 남동구 앵고개로697번길 41 (고잔동),032-424-1900
인천,인천성모장례식장,인천광역시 부평구 동수로 56 (부평동),032-517-0710
인천,에스엘 부평지점 세림병원 장례식장,인천광역시 부평구 부평대로 175 (청천동),032-523-8844
인천,근로복지공단 인천병원장례식장,"인천광역시 부평구 무네미로 446 (구산동, 인천중앙병원)",032-524-4444
인천,(주)세종병원장례식장,인천광역시 계양구 계양문화로 20 (작전동),032-240-8444
인천,쉴낙원 인천장례식장,인천광역시 계양구 아나지로 552 (서운동),032-548-1009
인천,청기와장례식장(계양점),인천광역시 계양구 아나지로 559 (서운동),032-546-4444
인천,보람새천년장례식장,인천광역시 계양구 아나지로 541 (서운동),032-552-3100
인천,한림병원장례식장,인천광역시 계양구 장제로 722B2층 (작전동),032-543-2444
인천,국제성모장례식장,인천광역시 서구 심곡로100번길 25 (심곡동),032-290-3501
인천,인천연세병원장례식장,"인천광역시 서구 승학로 320 (연희동, 연세병원)",032-561-1024
인천,보람인천장례식장,인천광역시 서구 경명대로 468 (경서동),032-568-4000
인천,검단탑병원장례식장,인천광역시 서구 청마로19번길 5 (당하동),032-565-4444
인천,온누리장례식장,인천광역시 서구 완정로 199 (왕길동),032-566-1919
인천,서해장례문화원,인천광역시 강화군 강화읍 중앙로74번길 10 (남산리),032-933-4463
인천,강화병원장례식장,인천광역시 강화군 강화읍 강화대로312번길 11 (갑곳리),032-933-0405
인천,참사랑장례식장,인천광역시 강화군 선원면 중앙로 271 (창리),032-932-4200
인천,비에스종합병원장례식장,"인천광역시 강화군 강화읍 충렬사로 31, 비에스종합병원 별관 (남산리)",032-216-4444
인천,강화장례식장,인천광역시 강화군 강화읍 중앙로74번길 16 (남산리),032-933-1024
광주,조선대학교병원장례식장,광주광역시 동구 필문대로 365 (서석동),062-220-3352
광주,전남대학교병원장례식장,"광주광역시 동구 제봉로 42 (학동, 전남대학교병원)",062-220-5049
광주,남도장례식장,광주광역시 동구 중앙로 283-1 (계림동),062-223-7715
광주,금호장례식장,광주광역시 동구 남문로 697 (학동),062-227-4000
광주,(주)천지문화원 (천지장례식장),광주광역시 서구 풍서좌로 173-1 (매월동),062-527-1000
광주,(유)브이아이피장례타운,광주광역시 서구 풍서좌로 237 (매월동),062-521-4444
광주,(주)광주국빈장례문화원,광주광역시 서구 회재로 825 (매월동),062-606-4000
광주,선한병원장례식장,"광주광역시 서구 무진대로 975, 지하 1층 (광천동)",02-575-4444
광주,(주)한국효려(한국병원장 례식장),광주광역시 서구 월드컵4강로 223 (쌍촌동),062-380-3444
광주,광주남문장례식장(주),광주광역시 남구 서문대로499번길 26-15 (송하동),062-675-5000
광주,광주기독병원장례식장,"광주광역시 남구 양림로 37 (양림동, 광주기독병원)",062-653-4400
광주,광주병원장례식장,"광주광역시 북구 면앙로139번길 51, 지하2층 (두암동)",062-260-7850
광주,성요한병원장례식장,"광주광역시 북구 태봉로 32 (유동, 천주의성요한병의원)",062-510-3005
광주,그린장례문화원주식회사,광주광역시 북구 하서로663번길 97 (용전동),062-250-4455
광주,구호전장례식장,광주광역시 북구 독립로 409 (우산동),062-960-4444
광주,일곡병원장례식장,광주광역시 북구 양일로 309 (일곡동),062-574-4445
광주,만평장례식장,광주광역시 광산구 임방울대로 24 (우산동),062-611-0000
광주,광주수완장례식장,광주광역시 광산구 수완로 6 (신가동),062-959-4444
광주,광주보훈병원장례식장,"광주광역시 광산구 첨단월봉로 99 (산월동, 광주보훈병원)",062-973-9164
광주,(주)스카이장례식장,광주광역시 광산구 북문대로 603 (수완동),062-951-1004
광주,신가병원장례식장,광주광역시 광산구 목련로 316 (신가동),062-962-4444
광주,하남성심병원장례식장,"광주광역시 광산구 용아로 259 (산정동, 하남성심병원)",062-954-4444
광주,송정장례식장,광주광역시 광산구 상무대로 364 (신촌동),062-941-4400
광주,송정사랑병원장례식장,광주광역시 광산구 송도로 232 (송정동),062-949-9444
광주,빛 장례식장,"광주광역시 광산구 상무대로 231 (송정동, 빛장례식장)",062-452-4000
대전,쉴낙원 남대전장례식장,대전광역시 동구 산서로1660번길 142 (대별동),042-285-4004
대전,한국병원장례식장,"대전광역시 동구 동서대로 1672 (성남동, 대전한국병원)",042-638-4440
대전,동부요양병원 장례식장,대전광역시 동구 동부로 150 (용운동),042-368-4000
대전,충남대학교병원장례식장,"대전광역시 중구 문화로 282 (대사동, 충남대학교병원)",042-280-8181
대전,평화원 장례식장,대전광역시 중구 대전천서로 745 (중촌동),042-531-4444
대전,대전성모병원장례식장,"대전광역시 중구 대흥로 64 (대흥동, 가톨릭대학교대전성모병원)",042-220-9870
대전,대전선병원장례식장,대전광역시 중구 목중로 29 (목동),042-253-4445
대전,시민장례식장,"대전광역시 중구 보문산로 359, 별관 (문화동)",042-253-4801
대전,성심장례식장,대전광역시 서구 갑천도시고속도로 1893 (월평동),042-522-4494
대전,대전장례식장,대전광역시 서구 갑천도시고속도로 1895 (월평동),042-522-4444
대전,쉴낙원 갈마성심장례식장,"대전광역시 서구 갈마로 45,지하1층 (갈마동)",042-533-4400
대전,건양대학교병원장례식장,대전광역시 서구 관저동로 158 (관저동),042-600-6666
대전,대청병원 장례식장,"대전광역시 서구 계백로 1322 (정림동, 대청병원)",042-587-4442
대전,대전을지대학교병원 장례식장,"대전광역시 서구 둔산서로 95 (둔산동, 을지대학병원)",042-611-3980
대전,나진장례식장,대전광역시 서구 갈마로 122 (괴정동),042-520-6690
대전,유성선병원장례식장,"대전광역시 유성구 북유성대로 93, B1층 (지족동)",042-825-9494
대전,유성한가족병원장례식장,대전광역시 유성구 온천동로 43 (봉명동),042-611-9700
대전,대전보훈병원장례식장,대전광역시 대덕구 대청로82번길 147 (신탄진동),042-933-4446
대전,근로복지공단대전병원 장례식장,"대전광역시 대덕구 계족로 637 (법동, 근로복지공단대전병원)",042-628-4440
울산,보람세민에스장례식장,울산광역시 중구 내황4길 11 보람세민에스장례식장 (반구동),052-285-3905
울산,소다미(주)동강병원장례 식장,"울산광역시 중구 태화로 240 지하1,2층 (태화동, 동강병원남관)",052-241-1440
울산,세민병원장례식장,"울산광역시 중구 학성로 184, B1층 (학성동, 울산세민병원)",052-293-4445
울산,제일병원장례식장,"울산광역시 남구 남산로354번길 26 (신정동, 제일병원)",052-265-1005
울산,국민요양병원장례식장,울산광역시 남구 번영로 15 (야음동),052-269-0119
울산,중앙병원장례예식장,"울산광역시 남구 문수로480번길 10 (신정동, 중앙병원)",052-260-1006
울산,울산영락원,"울산광역시 남구 산업로517번길 10 (여천동, 울산영락원장례식장)",052-272-1111
울산,좋은삼정병원장례식장,울산광역시 남구 북부순환도로 51 (무거동),052-220-7799
울산,굿모닝병원장례식장,울산광역시 남구 삼산로 110 (달동),052-256-7444
울산,울산병원장례식장,울산광역시 남구 월평로171번길 19 (신정동),052-227-1024
울산,울산국화원장례식장,울산광역시 남구 산업로 88 (상개동),052-269-4444
울산,울산대학교병원장례식장,"울산광역시 동구 대학병원로 25 (전하동, 울산대학교병원)",052-250-8444
울산,울산시티병원장례식장,울산광역시 북구 산업로 1001,052-280-8400
울산,울산전문장례식장,울산광역시 북구 산업로 1023,052-242-4444
울산,울산하늘공원 장례식장,울산광역시 울주군 삼동면 보삼길 550 (조일리),052-255-3800
울산,언양병원장례식장,울산광역시 울주군 삼남면 반구대로 785 (교동리),052-264-9787
울산,서울산국화원장례식장,울산광역시 울주군 삼남면 중평로 53 (교동리),052-254-0444
